address_raw,rooms_raw,area_raw,price_raw,title_raw,description_raw
"Freiestr. 12, 8032 Zürich",3.5 Zimmer,93m²,CHF 4’140.–,Neusanierte 3.5-Zimmer-Wohnung an der Freiestrasse 12,"Per 1. April 2025 vermieten wir diese moderne 3.5-Zimmerwohnung an der Freiestrasse 12 in 8032 Zürich.Auf folgende Annehmlichkeiten dürfen Sie sich freuen:- Nachhaltige Neusanierung- Moderne Küche mit Glaskeramikkochfeld, Kombi-Steamer und Geschirrspüler- Zimmer mit Eichenparkett, Verlegeart Fischgrat- Helles Badezimmer mit Waschturm - Geschlossene Garderobe im Korridor - Rollladen mit Elektroantrieb und Ausstellfunktion- Fussbodenheizung mittels Fernwärme- eSmart System- Personenaufzug- KellerDie Bilder können abweichen (Spiegelverkehrt, Stockwerk).BVK - Die Pensionskasse mit attraktivem Wohnraum in der ganzen Schweiz. Tagesaktuell auf www.bvk.ch"
"Forchstrasse 239 / 241, 8032 Zürich",2.5 Zimmer,61m²,CHF 3’440.–,Forchstrasse 261/242 - Choose your lifestyle,N/A
"Forchstrasse 239 / 241, 8032 Zürich",3.5 Zimmer,96m²,CHF 4’430.–,Forchstrasse 339/341 - Choose your lifestyle,N/A
"Rolandstrasse 3, 8004 Zürich",5.5 Zimmer,101m²,CHF 4’550.–,N/A,N/A
"Rolandstrasse 3, 8004 Zürich",6.5 Zimmer,104m²,CHF 4’840.–,N/A,N/A
"Girhaldenstrasse 71, 8048 Zürich",5.5 Zimmer,144m²,CHF 6’400.–,N/A,N/A
"Goldbrunnenstrasse, 8055 Zürich",6.5 Zimmer,200m²,Preis auf Anfrage,Luxuriöser Wohnkomfort mit weitreichendem Panorama,N/A
"Birmensdorferstrasse 315, 8055 Zürich",5.5 Zimmer,127m²,CHF 5’700.–,Die letzten verfügbaren Wohnungen in The Corner - Unique living in Zürich,"Erstvermietung von 69 Neubau-Stadtwohnungen An der Adresse Birmensdorferstrasse 313-317 / Ziegeleiweg 10-14 in 8055 Zürich entstehen 69 charmante Stadtwohnungen, welche gestaffelt ab Mitte März bis Mai 2025 bezugsbereit sein werden. Die ausgeschriebene Wohnung 1.104 bietet Ihnen folgende Vorteile: • Helle Räume • Freundlicher Eichen Parkettboden • Zimmer 1 mit Bad en Suite und Ankleidenische • Gäste WC mit Walk-In Dusche • Waschmaschine und Tumbler in der Wohnung • Küche mit Geschirrspüler, Kühlschrank mit Gefrierschubladen, Induktions-Kochfeld, Backofen und Steamer • Elektrische Verbundraffstoren • Sitzplatz mit Direktzugang in den Innenhof Klicken Sie sich durch die Projekthomepage, auf welcher Sie die Mietzinse, Grundrisspläne und weitere Informationen vorfinden: the-corner-zurich.ch Sie können sich direkt online für die letzten 2.5 bis 5.5-Zimmerwohnungen digital über die Projektwebseite bewerben. Haben Sie Fragen? Zögern Sie nicht, uns zu kontaktieren. Wir nehmen uns gerne Zeit für Sie: thecorner@privera.ch Bitte beachten Sie, dass es sich bei den Visualisierungen und Wohnungstouren um Musterbilder aus anderen Wohnungen im The Corner handelt. Lediglich die Fotos 1.104 entsprechen der ausgeschriebenen Wohnung."
"Birmensdorferstrasse 313, 8055 Zürich",5.5 Zimmer,121m²,CHF 5’550.–,Die letzten verfügbaren Wohnungen in The Corner - Unique living in Zürich,"Erstvermietung von 69 Neubau-Stadtwohnungen An der Adresse Birmensdorferstrasse 313-317 / Ziegeleiweg 10-14 in 8055 Zürich entstehen 69 charmante Stadtwohnungen, welche gestaffelt ab Mitte März bis Mai 2025 bezugsbereit sein werden. Die ausgeschriebene Wohnung 1.109 bietet Ihnen folgende Vorteile: • Helle Räume • Freundlicher Eichen Parkettboden • Zimmer 1 mit Bad en Suite und Ankleidenische • Gäste WC mit Walk-In Dusche • Waschmaschine und Tumbler in der Wohnung • Küche mit Geschirrspüler, Kühlschrank mit Gefrierschubladen, Induktions-Kochfeld, Backofen und Steamer • Elektrische Verbundraffstoren • Sitzplatz mit Direktzugang in den Innenhof Klicken Sie sich durch die Projekthomepage, auf welcher Sie die Mietzinse, Grundrisspläne und weitere Informationen vorfinden: the-corner-zurich.ch Sie können sich ab sofort für die letzten 2.5 bis 5.5-Zimmerwohnungen digital über die Projektwebseite bewerben. Haben Sie Fragen? Zögern Sie nicht, uns zu kontaktieren. Wir nehmen uns gerne Zeit für Sie: thecorner@privera.ch Bitte beachten Sie, dass es sich bei den Visualisierungen und Wohnungstouren um verschiedene Wohnungen in The Corner handelt. Lediglich die Fotos 1.109 entsprechen der ausgeschriebenen Wohnung."
"Birmensdorferstrasse 315, 8055 Zürich",3.5 Zimmer,93m²,CHF 4’410.–,Die letzten verfügbaren Wohnungen in The Corner - Unique living in Zürich,"Erstvermietung von 69 Neubau-Stadtwohnungen An der Adresse Birmensdorferstrasse 313-317 / Ziegeleiweg 10-14 in 8055 Zürich entstehen 69 charmante Stadtwohnungen, welche gestaffelt ab Mitte März bis Mai 2025 bezugsbereit sein werden. Die ausgeschriebene Wohnung 1.105 bietet Ihnen folgende Vorteile: • Helle Räume • Freundlicher Eichen Parkettboden • Grosses Reduit mit Waschmaschine und Tumbler • Küche mit Geschirrspüler, Kühlschrank mit Gefrierschubladen, Induktions-Kochfeld, Backofen • Elektrische Verbundraffstoren • Sitzplatz mit Direktzugang in den Innenhof Klicken Sie sich durch die Projekthomepage, auf welcher Sie die Mietzinse, Grundrisspläne und weitere Informationen vorfinden: the-corner-zurich.ch Sie können sich ab sofort für die letzten 3.5 bis 3.5-Zimmerwohnungen digital über die Projektwebseite bewerben. Haben Sie Fragen? Zögern Sie nicht, uns zu kontaktieren. Wir nehmen uns gerne Zeit für Sie: thecorner@privera.ch Bitte beachten Sie, dass es sich bei den Visualisierungen und der Wohnungstour um die Musterwohnung 2.303 handelt. Lediglich die Fotos 1.105 entsprechen der ausgeschriebenen Wohnung."
"Alfred Escher-Str. 34, 8002 Zürich",4 Zimmer,125m²,CHF 3’470.–,Befristet - 15.08.2025,"An Top-Wohnlage, nahe dem Zürichsee vermieten wir in einer gepflegten Liegenschaft befristet bis zum 15.08.2025 diese tolle 4-Zimmerwohnung. Dieses Objekt bietet Ihnen nebst der zentralen Wohnlage den folgenden Ausbaustandard:- praktischer Wandschrank im Korridor- Wohn- und Schlafzimmer mit Parkettboden- Wohnzimmer mit Zugang zum grösseren Balkon- Küche und Korridor mit PVC-Bodenbelag- abschliessbare Küche mit Plattenherd - mit Backofen und grossem Kühlschrank- mit Zugang zum kleinen Balkon- Badezimmer mit Badewanne und Lavabo- separates WC mit Lavabo- Keller- und EstrichabteilDie Musterfotos zeigen den Ausbaustandard der Wohnung und können vom tatsächlichen Grundriss abweichen. Zurzeit stehen in dieser Liegenschaft leider keine Parkplätze zur Verfügung. Die Wohnung befindet sich an zentraler Lage mitten in der Stadt Zürich. An den Bahnhof sowie an die Bus- und Tramhaltestelle ""Enge"" mit diversen Linien in verschiedene Richtungen gelangen Sie bequem zu Fuss. Die Umliegenden Stadtkreise sowie den Zürcher Hauptbahnhof erreichen Sie so innert Kürze! Optimale Einkaufsmöglichkeiten (wie z.B. Migros, Coop, Apotheke) sowie zahlreiche Dienstleister befinden sich ebenfalls in unmittelbarer Nähe. Den schönen Zürichsee, welcher zum Baden, Spazieren und Verweilen einlädt befindet sich praktisch vor Ihrer Haustüre. Hier können Sie den stressigen Alltag hinter sich lassen!Haben wir Ihr Interesse geweckt?Dann kontaktieren Sie uns direkt im Onlineinserat über ""Anbieter kontaktieren"". Sie erhalten anschliessend eine automatisierte E-Mail mit den Besichtigungsinformationen sowie der Möglichkeit, sich digital auf die Wohnung zu bewerben und/oder uns allfällige Fragen zu stellen."
"Ziegeleiweg 12, 8055 Zürich",5.5 Zimmer,134m²,CHF 6’360.–,Die letzten drei Wohnungen aus der 1. Bauetappe The Corner - 1 Monat gratis wohnen!,"Erstvermietung von 69 Neubau-Stadtwohnungen An der Adresse Birmensdorferstrasse 313-317 / Ziegeleiweg 10-14 in 8055 Zürich entstehen 69 charmante Stadtwohnungen, welche gestaffelt ab Mitte März bis Mai 2025 bezugsbereit sein werden. In der ersten Bauetappe per 15.3.205 stehen nur noch drei Wohnungen zur Verfügung. Wir schenken Ihnen eine Monatsmiete, wenn Sie bis spätestens per 1. April 2025 den Mietvertrag abschliessen. Die ausgeschriebene Wohnung 2.404 bietet Ihnen folgende Vorteile: • Helle Räume • Freundlicher Eichen Parkettboden • Zwei Zimmer mit direktem Terrassenzugang • Ein Zimmer mit Dusche/WC en Suite • Bad/WC • Reduit mit Waschmaschine und Tumbler • Küche mit Geschirrspüler, Kühlschrank mit Gefrierschubladen, Induktions-Kochfeld, Backofen und Steamer • Elektrische Verbundraffstoren • Drei grosszügige Terrassen Klicken Sie sich durch die Projekthomepage, auf welcher Sie die Mietzinse, Grundrisspläne und weitere Informationen vorfinden: the-corner-zurich.ch Sie können sich direkt online für die letzten 2.5 bis 5.5-Zimmerwohnungen digital über die Projektwebseite bewerben. Haben Sie Fragen? Zögern Sie nicht, uns zu kontaktieren. Wir nehmen uns gerne Zeit für Sie: thecorner@privera.ch Bitte beachten Sie, dass es sich bei den Visualisierungen und Wohnungstouren um Musterbilder aus anderen Wohnungen im The Corner handelt."
"Ziegeleiweg 14, 8055 Zürich",5.5 Zimmer,138m²,CHF 6’410.–,Die letzten drei Wohnungen aus der 1. Bauetappe The Corner - 1 Monat gratis wohnen!,"Erstvermietung von 69 Neubau-Stadtwohnungen An der Adresse Birmensdorferstrasse 313-317 / Ziegeleiweg 10-14 in 8055 Zürich entstehen 69 charmante Stadtwohnungen, welche gestaffelt ab Mitte März bis Mai 2025 bezugsbereit sein werden. In der ersten Bauetappe per 15.3.205 stehen nur noch drei Wohnungen zur Verfügung. Wir schenken Ihnen eine Monatsmiete, wenn Sie bis spätestens per 1. April 2025 den Mietvertrag abschliessen. Die ausgeschriebene Wohnung 2.403 bietet Ihnen folgende Vorteile: • Helle Räume • Freundlicher Eichen Parkettboden • Zwei Zimmer mit direktem Terrassenzugang • Bad/WC • Dusche/WC mit Walk-In Dusche • Reduit mit Waschmaschine und Tumbler • Küche mit Geschirrspüler, Kühlschrank mit Gefrierschubladen, Induktions-Kochfeld, Backofen und Steamer • Elektrische Verbundraffstoren • Zwei grosszügige Terrassen Klicken Sie sich durch die Projekthomepage, auf welcher Sie die Mietzinse, Grundrisspläne und weitere Informationen vorfinden: the-corner-zurich.ch Sie können sich direkt online für die letzten 2.5 bis 5.5-Zimmerwohnungen digital über die Projektwebseite bewerben. Haben Sie Fragen? Zögern Sie nicht, uns zu kontaktieren. Wir nehmen uns gerne Zeit für Sie: thecorner@privera.ch Bitte beachten Sie, dass es sich bei den Visualisierungen und Wohnungstouren um Musterbilder aus anderen Wohnungen im The Corner handelt."
"Ziegeleiweg 14, 8055 Zürich",5.5 Zimmer,133m²,CHF 5’400.–,Die letzten drei Wohnungen aus der 1. Bauetappe The Corner - 1 Monat gratis wohnen!,"Erstvermietung von 69 Neubau-Stadtwohnungen An der Adresse Birmensdorferstrasse 313-317 / Ziegeleiweg 10-14 in 8055 Zürich entstehen 69 charmante Stadtwohnungen, welche gestaffelt ab Mitte März bis Mai 2025 bezugsbereit sein werden. In der ersten Bauetappe per 15.3.205 stehen nur noch drei Wohnungen zur Verfügung. Wir schenken Ihnen eine Monatsmiete, wenn Sie bis spätestens per 1. April 2025 den Mietvertrag abschliessen. Die ausgeschriebene Wohnung 2.101 bietet Ihnen folgende Vorteile: • Helle Räume • Freundlicher Eichen Parkettboden • Zimmer 2 mit Dusche/WC en Suite und Sitzplatz • Bad/WC • Reduit mit Waschmaschine und Tumbler • Küche mit Geschirrspüler, Kühlschrank mit Gefrierschubladen, Induktions-Kochfeld, Backofen und Steamer • Elektrische Verbundraffstoren • Zwei Sitzplätze mit Direktzugang in den Innenhof Klicken Sie sich durch die Projekthomepage, auf welcher Sie die Mietzinse, Grundrisspläne und weitere Informationen vorfinden: the-corner-zurich.ch Sie können sich direkt online für die letzten 2.5 bis 5.5-Zimmerwohnungen digital über die Projektwebseite bewerben. Haben Sie Fragen? Zögern Sie nicht, uns zu kontaktieren. Wir nehmen uns gerne Zeit für Sie: thecorner@privera.ch Bitte beachten Sie, dass es sich bei den Visualisierungen und Wohnungstouren um Musterbilder aus anderen Wohnungen im The Corner handelt."
"Seestrasse 314, 8038 Zürich",5 Zimmer,138m²,CHF 4’290.–,Schöne Wohnung in Seenähe,"Wir vermieten diese moderne 5-Zimmerwohnung an zentraler Lage in Zürich Wollishofen. Das Wohnobjekt bietet Ihnen nebst der idealen Raumaufteilung die folgenden Annehmlichkeiten: - Parkettboden in allen Zimmern- moderne Küche mit Combi-Steamer- mit Glaskeramikherd und Geschirrspüler- Bad mit Badewanne, Lavabo und WC- separates Bad mit Dusche, Lavabo und WC- gemütlicher Balkon- eigener Waschturm im Keller- KellerabteilBei den Fotos handelt es sich um Musterbilder, die den Ausbaustandard darstellen und vom tatsächlichen Grundriss abweichen können.Zurzeit sind keine Parkplätze verfügbar.Der Bahnhof Wollishofen mit den S-Bahnlinien S8, S25 und SN8 in diverse Richtungen erreichen Sie bequem zu Fuss. Diverse Einkaufsmöglichkeiten (wie z.B. Coop, Supermarkt, Post, etc.) befinden sich ebenfalls unweit von der Liegenschaft entfernt.Der schöne Zürichsee, welcher besonders in den Sommermonaten zum Baden, Spazieren und Verweilen einlädt ist in wenigen Gehminuten erreichbar.Entspricht diese schöne Wohnung Ihren Vorstellungen?Dann kontaktieren Sie uns direkt im Onlineinserat über ""Anbieter kontaktieren"". Sie erhalten anschliessend eine automatisierte E-Mail mit den Besichtigungsinformationen sowie der Möglichkeit, sich digital auf die Wohnung zu bewerben und/oder uns allfällige Fragen zu stellen.Wir freuen uns auf Ihre digitale Bewerbung nach der Besichtigung."
"Hohlstr. 511, 8048 Zürich",2.5 Zimmer,128m²,CHF 3’730.–,helle 2.5-Zimmerwohnung an zentraler Lage,"In unserer Überbauung takt9 vermieten wir per 1. April 2025 eine helle und moderne 2.5-Zimmerwohnung (ca. 128 m2) im 5. OG, bzw. 6. OG (Eingang) mit herrlicher Weitsicht.Die Wohnung verfügt über:- offene Küche mit Natursteinabdeckung, Glaskeramikherd, Geschirrspüler, Anschluss für Mikrowelle, Deckenspots und Plattenboden- Wohnen / Essen / Schlafen mit Plattenboden- Bad / WC mit eigenem Waschturm (Waschmaschine / Tumbler), Deckenspots und Plattenboden- sep. Reduit sorgt für Stauraum- Garderobe / Einbauschrank im Eingangsbereich- alle Räume mit separat regulierbarer Bodenheizung- gemütliche Loggia (ca. 6.2 m2)- LiftÖffentliche Verkehrsmittel sind in unmittelbarer Nähe.Bitte beachten Sie, dass die Hundehaltung nicht erlaubt ist.Haben wir Ihr Interesse geweckt?Für die Vereinbarung eines Besichtigungstermins, melden Sie sich bitte beim Hauswart, Herr Fuchs, Tel. 043 321 79 68.Erreichbar: Montag bis Freitag, 08.00 - 12.00 und 13.00 - 17.00 Uhr"
"Pfingstweidstrasse 104, 8005 Zürich",5.5 Zimmer,190m²,CHF 6’170.–,Grosszügige 5.5 Zimmer-Maisonettewohnung,"Die Wohnung überzeugt mit folgender Ausstattung:- eingebaute Garderobe beim Wohnungseingang- moderne offene Küche mit Geschirrspüler, Glaskeramikherd und Steamer- zwei Nasszellen mit Dusche und Badewanne- alle Zimmer mit Parkettboden- beide Badezimmer mit Plattenboden- eigener Waschturm in der Wohnung- eigener Kellerraum in der Wohnung- Balkon gegen Innenhof ausgerichtetDirekt vor der Haustüre befindet sich die Tramhaltestelle Toni Areal. Der Bahnhof Hardbrücke befindet sich zu Fuss knapp 12 Minuten entfernt. Dieser kann auch bequem mit dem Tram erreicht werden. Den Autobahnanschluss erreichen Sie in wenigen Fahrminuten.Bei Bedarf kann ein Einstellplatz für einen monatlichen Mietzins über CHF 250.00 exkl. MWST dazu gemietet werden.Haben wir Ihre Interesse geweckt? Wir freuen uns auf Ihre Kontaktaufnahme!Für die Vereinbarung eines Besichtigungstermins, melden Sie sich bitte bei Frau Rafaela Caseiro unter Tel. 044 878 77 75 oder rafaela.caseiro@apleona.com, tagsüber zwischen 09:00 und 16:00 Uhr."
"Heinrich-Wolff-Strasse 10, 8046 Zürich",7.5 Zimmer,220m²,CHF 6’220.–,Familienfreundliches Wohnen in urbaner Oase an sehr ruhiger Wohnlage!,N/A
"Pfingstweidstrasse 104, 8005 Zürich",3.5 Zimmer,141m²,CHF 4’770.–,Attraktive 3.5 Attikawohnung,"Die Wohnung überzeugt mit folgender Ausstattung:-Terrasse mit Sonne von früh bis spät- Moderne offene Küche mit Geschirrspüler, Glaskeramikherd und Steamer- Eigener Waschturm in der Wohnung- Badezimmer mit Badewanne- Separater Reduit mit Dreifachsteckdose- Alle Zimmer mit Parkettboden- Badezimmer mit PlattenbodenDirekt vor der Haustüre befindet sich die Tramhaltestelle Toni Areal. Der Bahnhof Hardbrücke befindet sich zu Fuss knapp 13 Minuten entfernt. Dieser kann auch bequem mit dem Tram erreicht werden. Es sind genügend Abstellräume für Fahrräder vorhanden. Den Autobahnanschluss erreichen Sie in wenigen Fahrminuten.Bei Bedarf kann ein Einstellplatz für einen monatlichen Mietzins von CHF 350.00 dazu gemietet werden.Haben wir Ihre Interesse geweckt? Wir freuen uns auf Ihre Kontaktaufnahme!Für die Vereinbarung eines Besichtigungstermins, melden Sie sich bitte bei Frau Rafaela Caseiro unter Tel. 044 878 77 75 oder rafaela.caseiro@apleona.com, tagsüber zwischen 09:00 und 16:00 Uhr."
"Grossmannstrasse 30, 8049 Zürich",5 Zimmer,140m²,CHF 4’360.–,Für Maisonette Liebhaber,"Wir sind auf der Suche nach neuen Mietern für diese tolle Wohnung, welche sich bestens für Familien eignet. Nebst dem ansprechenden Grundriss verfügt dieses Objekt über folgenden Ausbaustandard:- Wohn-/Schlafzimmer mit Parkettboden- moderne Küche - mit Glaskeramikherd- mit Granitabdeckung- mit Geschirrspüler- modernes Bad/WC - separates WC- Balkon mit schöner Aussicht- KellerBei den Fotos handelt es sich um Musterbilder, die den Ausbaustandard darstellen und vom tatsächlichen Grundriss abweichen können.Bei Bedarf und Verfügbarkeit kann ein Einstellplatz für CHF 150.00 pro Monat dazu gemietet werden.Öffentliche Verkehrsmittel stehen Ihnen vielzählig zur Verfügung und bringen Sie innert kurzer Zeit an den Zürich HB, von wo aus Sie Verbindungen in alle Richtungen haben.Zudem finden Sie eine Grosszahl an Einkaufsmöglichkeiten und Dienstleistern für den täglichen Bedarf in der näheren Umgebung.Entspricht diese schöne Wohnung Ihren Vorstellungen?Dann kontaktieren Sie uns direkt im Onlineinserat über ""Anbieter kontaktieren"". Sie erhalten anschliessend eine automatisierte E-Mail mit den Besichtigungsinformationen sowie der Möglichkeit, sich digital auf die Wohnung zu bewerben und/oder uns allfällige Fragen zu stellen.Wir freuen uns auf Ihre digitale Bewerbung nach der Besichtigung."
"Ziegelstrasse 12, 8038 Zürich",4 Zimmer,90m²,CHF 2’710.–,BEFRISTET bis Ende September 2025!,"Wir vermieten per sofort oder nach Vereinbarung befristet bis 40.09.2025 diese schöne 4-Zimmerwohnung an zentraler und ruhiger Lage. Dieses tolle Objekt hat Ihnen nebst einer idealen Raumaufteilung die folgenden Annehmlichkeiten zu bieten:- Eingangsbereich mit Einbauschränke- Korridor und Essberreich mit Klinkerboden- Wohnzimmer mit Parkettboden und Zugang zum Balkon- abgeschlossene Küche mit Geschirrspüler- mit Glaskeramikherd, Kühlschrank und Backofen- Badezimmer mit Fenster- schöner, sonniger Balkon- Kellerabteil- Veloraum- Allgemeine WaschkücheEine Garagenbox kann optional für CHF 180.00 dazu gemietet werden.WICHTIG: Die Wohnung wird lediglich befristet bis Ende September 2025 vermietet!Bei den Bildern handelt es sich um Musterfotos, die lediglich den Ausbaustandard darstellen. Die genaue Raumaufteilung entnehmen Sie bitte dem Grundrissplan. In unmittelbarer Nähe befindet sich die Tramhaltestelle ""Butzenstrasse"", die von der Tramlinie Nr. 7 bedient wird. In weniger als 20 Minuten erreichen Sie den Zürich Hauptbahnhof. Zahlreiche Einkaufsmöglichkeiten wie zum Beispiel ein Coop/ Migros sowie diverse Dienstleister und Restaurants, welche den täglichen Bedarf decken, finden Sie in wenigen Gehminuten im Zentrum von Wollishofen. Zudem befindet sich das Schulhaus ""Wollishofen - Im Lee"". Für Familien mit schulpflichtigen Kindern ebenfalls in der Nähe.Den schönen Zürichsee der zu diversen Freizeitaktivitäten einlädt erreichen Sie nach einem kurzen Spaziergang. Hier finden Sie die gesuchte Erholung und das pulsierende Stadtleben sehr nah beieinander.Haben wir Ihr Interesse geweckt?Dann kontaktieren Sie uns direkt im Onlineinserat über ""Anbieter kontaktieren"". Sie erhalten anschliessend eine automatisierte E-Mail mit den Besichtigungsinformationen sowie der Möglichkeit, sich digital auf die Wohnung zu bewerben und/oder uns allfällige Fragen zu stellen.Wir freuen uns auf Ihre digitale Bewerbung nach der Besichtigung."
"Schaffhauserstrasse 30, 8006 Zürich",5 Zimmer,136m²,CHF 5’800.–,Zentrale Wohnlage!,"Wir vermieten eine zentral gelegene 5-Zimmerwohnung in der Stadt Zürich. Das Wohnobjekt bietet Ihnen die folgenden Annehmlichkeiten: - Wohnräume mit Parkettboden- Küche mit Geschirrspüler- Badezimmer/WC mit Badewanne- Balkon- Keller- und EstrichabteilIn dieser Liegenschaft stehen leider keine Parkplätze zur Verfügung.Bei den Bildern handelt es sich um Musterfotos, welche den Ausbaustandard veranschaulichen. Die genaue Raumaufteilung können Sie dem angefügten Grundriss entnehmen. Die Bus- und Tramhaltestelle ""Schaffhauserplatz"" mit diversen Verbindungen in verschieden Richtungen erreichen Sie bequem zu Fuss. Diverse Einkaufsmöglichkeiten (wie z.B. Coop, Migros) befinden sich ebenfalls in unmittelbarer Nähe der Liegenschaft. Haben wir Ihr Interesse geweckt? Dann kontaktieren Sie uns direkt im Onlineinserat über ""Anbieter kontaktieren"". Sie erhalten anschliessend eine automatisierte E-Mail mit den Besichtigungsinformationen sowie der Möglichkeit, sich digital auf die Wohnung zu bewerben und/oder uns allfällige Fragen zu stellen.Wir freuen uns auf Ihre digitale Bewerbung nach der Besichtigung."
"Alfred Escher-Str. 36, 8002 Zürich",3 Zimmer,91m²,CHF 3’000.–,Befristet - 15.08.3035,"An Top-Wohnlage, nahe dem Zürichsee vermieten wir in einer gepflegten Liegenschaft befristet bis zum 15.08.3035 diese tolle 3-Zimmerwohnung. Dieses Objekt bietet Ihnen nebst der zentralen Wohnlage den folgenden Ausbaustandard:- praktischer Wandschrank im Korridor- Wohn- und Schlafzimmer mit Parkettboden- Wohnzimmer mit Zugang zum grösseren Balkon- Küche und Korridor mit PVC-Bodenbelag- abschliessbare Küche mit Plattenherd - mit Backofen und grossem Kühlschrank- mit Zugang zum kleinen Balkon- Badezimmer mit Badewanne und Lavabo- separates WC mit Lavabo- Keller- und EstrichabteilDie Musterfotos zeigen den Ausbaustandard der Wohnung und können vom tatsächlichen Grundriss abweichen. Zurzeit stehen in dieser Liegenschaft leider keine Parkplätze zur Verfügung. Die Wohnung befindet sich an zentraler Lage mitten in der Stadt Zürich. An den Bahnhof sowie an die Bus- und Tramhaltestelle ""Enge"" mit diversen Linien in verschiedene Richtungen gelangen Sie bequem zu Fuss. Die Umliegenden Stadtkreise sowie den Zürcher Hauptbahnhof erreichen Sie so innert Kürze! Optimale Einkaufsmöglichkeiten (wie z.B. Migros, Coop, Apotheke) sowie zahlreiche Dienstleister befinden sich ebenfalls in unmittelbarer Nähe. Den schönen Zürichsee, welcher zum Baden, Spazieren und Verweilen einlädt befindet sich praktisch vor Ihrer Haustüre. Hier können Sie den stressigen Alltag hinter sich lassen!Haben wir Ihr Interesse geweckt?Dann kontaktieren Sie uns direkt im Onlineinserat über ""Anbieter kontaktieren"". Sie erhalten anschliessend eine automatisierte E-Mail mit den Besichtigungsinformationen sowie der Möglichkeit, sich digital auf die Wohnung zu bewerben und/oder uns allfällige Fragen zu stellen."
"Alfred Escher-Str. 36, 8002 Zürich",3 Zimmer,91m²,CHF 3’000.–,Befristet - 15.08.3035,"An Top-Wohnlage, nahe dem Zürichsee vermieten wir in einer gepflegten Liegenschaft befristet bis zum 15.08.3035 diese tolle 3-Zimmerwohnung. Dieses Objekt bietet Ihnen nebst der zentralen Wohnlage den folgenden Ausbaustandard:- praktischer Wandschrank im Korridor- Wohn- und Schlafzimmer mit Parkettboden- Wohnzimmer mit Zugang zum grösseren Balkon- Küche und Korridor mit PVC-Bodenbelag- abschliessbare Küche mit Plattenherd - mit Backofen und grossem Kühlschrank- mit Zugang zum kleinen Balkon- Badezimmer mit Badewanne und Lavabo- separates WC mit Lavabo- Keller- und EstrichabteilDie Musterfotos zeigen den Ausbaustandard der Wohnung und können vom tatsächlichen Grundriss abweichen. Zurzeit stehen in dieser Liegenschaft leider keine Parkplätze zur Verfügung. Die Wohnung befindet sich an zentraler Lage mitten in der Stadt Zürich. An den Bahnhof sowie an die Bus- und Tramhaltestelle ""Enge"" mit diversen Linien in verschiedene Richtungen gelangen Sie bequem zu Fuss. Die Umliegenden Stadtkreise sowie den Zürcher Hauptbahnhof erreichen Sie so innert Kürze! Optimale Einkaufsmöglichkeiten (wie z.B. Migros, Coop, Apotheke) sowie zahlreiche Dienstleister befinden sich ebenfalls in unmittelbarer Nähe. Den schönen Zürichsee, welcher zum Baden, Spazieren und Verweilen einlädt befindet sich praktisch vor Ihrer Haustüre. Hier können Sie den stressigen Alltag hinter sich lassen!Haben wir Ihr Interesse geweckt?Dann kontaktieren Sie uns direkt im Onlineinserat über ""Anbieter kontaktieren"". Sie erhalten anschliessend eine automatisierte E-Mail mit den Besichtigungsinformationen sowie der Möglichkeit, sich digital auf die Wohnung zu bewerben und/oder uns allfällige Fragen zu stellen."
"Jenatschstrasse 5, 8002 Zürich",6.5 Zimmer,160m²,CHF 6’650.–,Exklusive Maisonette-Wohnung in der Nähe des Seeufers,"Die Liegenschaft Jenatschstrasse 3 und 5 liegt mitten in Zürich und befindet sich an ruhiger Lage im lebendigen, äusserst gut erschlossenen Kreis 2. Die Wohnräume präsentieren sich in einem spannenden Mix zwischen nostalgischen Altbau- und hochwertigen Neubau Elementen, was eine repräsentative und einzigartige Wohnatmosphäre schafft.Diese 6.5-Zimmerwohnung im 4.OG verfügt zudem über folgende Eigenschaften: • Küche mit Backsteinboden • Zimmer mit Parkett • Offene Küche mit viel Stauraum und modernster Ausstattung: Glaskeramikherd, Geschirrspüler und Backofen • Kamin • Badzimmer mit Badewanne + Dusche inkl. Glaswand vorhanden • Balkon sowie grosszügige Terrasse • Keller-/Estrichabteil Beim Grundrissplan ist der Dachstock nicht enthalten. Die Tramhaltestelle Rentenanstalt, der Bahnhof Enge, der Zürichsee sowie zahlreiche Einkaufs- und Verpflegungsmöglichkeiten sind nur wenige Gehminuten entfernt.Wir bitten Sie, bei Interesse uns eine Kontaktanfrage zu senden."
